登记证号,农药名称,农药类别,剂型,总含量,有效期至,登记证持有人,持有人地址
PD20152052,锰锌·腈菌唑,杀菌剂,可湿性粉剂,32%,2030-9-6,山东禾宜生物科技有限公司,山东省潍坊市滨海经济技术开发区华商路以东创新街以北
PD20152051,麦草畏,除草剂,水剂,480克/升,2030-9-6,山东中禾化学有限公司,山东省滨州市滨北办事处凤凰九路东侧、梧桐七路北侧
PD20152050,炔草酯,除草剂,微乳剂,15%,2030-9-6,河南中天恒信生物化学科技有限公司,河南省郑州市农业路政七街交叉口省汇中心B座2107
PD20152049,砜嘧·噻吩,除草剂,水分散粒剂,34%,2030-9-6,江苏瑞邦农化股份有限公司,江苏省南通市如东县沿海经济开发区海滨二路18号
PD20152048,戊唑醇,杀菌剂,悬浮剂,430克/升,2030-9-6,安徽景宏植保有限公司,安徽省蚌埠市淮上区沫河口工业园开源大道20号
PD20152047,赤霉酸,植物生长调节剂,可溶粒剂,40%,2030-9-6,四川龙蟒福生科技有限责任公司,四川省眉山市东坡区经济开发区东区
PD20152046,木霉菌,杀菌剂,可湿性粉剂,10亿孢子/克,2030-9-6,山东惠民中联生物科技有限公司,山东省济南市商河县韩庙镇济南市植保科技工业园
PD20152045,嘧菌酯,杀菌剂,超低容量液剂,5%,2030-9-6,广西田园生化股份有限公司,广西壮族自治区南宁市西乡塘区创新路西段1号质控中心楼
PD20152044,甲维·虫螨腈,杀虫剂,悬浮剂,12%,2030-9-6,山东仕邦农化有限公司,山东省菏泽市单县谢集镇单县化工产业园滨河北路中段路东
PD20152043,氰氟草酯,除草剂,水乳剂,100克/升,2030-9-6,山东中禾化学有限公司,山东省滨州市滨北办事处凤凰九路东侧、梧桐七路北侧
PD20152042,香菇多糖,杀菌剂,水剂,1%,2030-9-6,山东绿德地生物科技有限公司,山东省定陶县陈集镇工业园区
PD20152041,戊·氧·乙草胺,除草剂,乳油,44%,2030-9-6,山东胜邦绿野化学有限公司,山东省济南市章丘刁镇工业园
PD20152040,草铵膦,除草剂,母药,50%,2030-9-6,巴斯夫欧洲公司,上海市浦东新区江心沙路300号
PD20152039,啶虫脒,杀虫剂,可溶液剂,20%,2030-9-6,新疆鑫农生物科技有限公司,新疆五家渠市君豪绿园小区10号楼2单元1601室
PD20152038,复硝酚钠,植物生长调节剂,水剂,2.1%,2030-9-6,兴农药业（中国）有限公司,上海市奉贤区柘林镇北村路28号
PD20152037,甲氨基阿维菌素苯甲酸盐,杀虫剂,水分散粒剂,5%,2030-9-6,河北康飞农业科技有限公司,石家庄市晋州市马于工业园区纬三路与经一街交叉口东南角
PD20152035,精异丙甲草胺,除草剂,原药,96%,2030-9-6,印度联合磷化物有限公司,上海市长宁区凯旋路399号龙之梦雅仕大厦1712室
PD20101587,草甘膦铵盐,除草剂,水剂,30%,2030-9-6,南通江山农药化工股份有限公司,南通市经济技术开发区江山路998号
PD20152034,"2,4-滴异辛酯",除草剂,原药,96%,2030-9-5,山东潍坊润丰化工股份有限公司,山东省潍坊市滨海经济开发区氯碱路03001号
PD20152033,草甘膦铵盐,除草剂,水剂,30%,2030-9-5,济南天邦化工有限公司,山东省济南市商河县经济开发区内汇源街以北晟朗西路以西
PD20152032,嗪草酮,除草剂,原药,97%,2030-9-5,辽宁众辉生物科技有限公司,辽宁省阜新市阜蒙县伊吗图镇伊吗图村（氟产业开发区)
WP20250132,驱蚊液,卫生杀虫剂,驱蚊液,10%,2030-8-31,陕西秦乐药业化工有限公司,陕西省渭南市大荔县北新街市场南路13号
WP20250131,杀虫热雾剂,卫生杀虫剂,热雾剂,1%,2030-8-31,山东洁保生物科技有限公司,山东省垦利永安镇西纬二路以西
WP20250130,杀蝇饵剂,卫生杀虫剂,饵剂,0.5%,2030-8-31,山东洁保生物科技有限公司,山东省垦利永安镇西纬二路以西
WP20250129,高氯·吡丙醚,卫生杀虫剂,悬浮剂,10%,2030-8-31,南阳新卧龙生物化工有限公司,河南省南阳市桐柏县安棚化工专业园区
WP20250128,杀虫气雾剂,卫生杀虫剂,气雾剂,0.35%,2030-8-31,临沂轶群包装制品有限公司,山东省临沂市工业开发区临西十路中段
WP20250127,呋虫胺,卫生杀虫剂,可溶液剂,0.5%,2030-8-31,辽宁省丹东市益民卫生药厂,辽宁省丹东市振兴区花园路49-20号
WP20250126,蚊香,卫生杀虫剂,蚊香,0.08%,2030-8-31,江西同昌实业有限公司,江西省抚州市南城县进山口第三工业园区
WP20250125,氯氰·氯氟醚,卫生杀虫剂,悬浮剂,6%,2030-8-31,江苏优嘉植物保护有限公司,江苏省如东沿海经济开发区通海五路
WP20250124,除虫菊提取物,卫生杀虫剂,水乳剂,1.5%,2030-8-31,湖北宝世生物科技有限公司,荆门市掇刀区蒙华铁路以东、站场三路以南
WP20250122,顺式氯氰菊酯,卫生杀虫剂,悬浮剂,15%,2030-8-31,河南一田农业发展有限公司,郑州航空港经济综合实验区密杞路路南400米
WP20250121,呋虫胺,卫生杀虫剂,可溶粒剂,40%,2030-8-31,河南瀚斯作物保护有限公司,河南省商丘市睢阳产业集聚区工业大道与睢化四路交叉口南500米路东
WP20250120,吡丙·噻虫嗪,卫生杀虫剂,悬浮剂,30%,2030-8-31,河南比赛尔农业科技有限公司,河南省尉氏县新尉工业园区
WP20250119,高效氯氟氰菊酯,卫生杀虫剂,微囊悬浮剂,10%,2030-8-31,河北绿色农华作物科技有限公司,河北省沧州临港经济技术开发区东区
WP20250118,杀虫气雾剂,卫生杀虫剂,气雾剂,1.2%,2030-8-31,广西桂林正点实业有限公司,广西壮族自治区桂林市苏桥工业园
WP20250117,呋虫胺,卫生杀虫剂,可溶粒剂,40%,2030-8-31,广东花山日用化工有限公司,广东省韶关市武江区甘棠七路5号
WP20250116,杀虫气雾剂,卫生杀虫剂,气雾剂,4%,2030-8-31,广东莱雅新化工科技有限公司,广东省韶关市武江区西联镇甘棠大道南7号
WP20250115,倍硫磷·呋虫胺,卫生杀虫剂,可分散油悬浮剂,40%,2030-8-31,佛山市盈辉作物科学有限公司,广东省佛山市禅城区季华五路金融广场15楼
WP20250114,杀虫可溶液剂,卫生杀虫剂,可溶液剂,0.5%,2030-8-31,德州大成伟业农业科技有限公司,山东省德州市经济开发区
WP20250113,呋虫胺,卫生杀虫剂,可溶液剂,0.5%,2030-8-31,赤峰诺华生物科技有限公司,内蒙古自治区赤峰市红山区红山经济开发区神州路健达街
PD20252626,苄氨·赤霉酸,植物生长调节剂,可溶液剂,4%,2030-8-31,山东坤牛植物保护有限公司,山东省潍坊市青州市邵庄镇峱山经济发展区桓公路678-16号（邵庄镇普通）桓公路678-16号
PD20252625,赤霉酸,植物生长调节剂,可分散油悬浮剂,10%,2030-8-31,法国戴商高士公司,北京市西城区宣武门外大街甲1号
PD20252624,甲磺草胺,除草剂,原药,96%,2030-8-31,印度塔格罗斯化学有限公司,北京市朝阳区芍药居北里101号世奥国际中心A座1809
PD20252623,氢氧化铜,杀菌剂,悬浮剂,180克/升,2030-8-31,意大利曼尼卡股份公司,广州市番禺区东环街番禺大道北555号天安产业大厦1座409室
PD20252622,丙硫菌唑·戊唑醇,杀菌剂,悬浮剂,40%,2030-8-31,山东坤牛植物保护有限公司,山东省潍坊市青州市邵庄镇峱山经济发展区桓公路678-16号（邵庄镇普通）桓公路678-16号
PD20252621,氢氧化铜,杀菌剂,可湿性粉剂,77%,2030-8-31,墨西哥澳宝公司,广东省广州市番禺区东环街番禺大道北555号天安产业大厦1座409室
PD20252620,甲氧肼·氯虫苯,杀虫剂,悬浮剂,22%,2030-8-31,浙江世佳科技股份有限公司,浙江省湖州市德清县阜溪街道伟业路222号（湖州莫干山高新区）
PD20252619,矿物油,杀虫剂,乳油,97%,2030-8-31,燕化永乐（乐亭）生物科技有限公司,河北乐亭经济开发区天津道A-3号
PD20252618,螺虫乙酯·四唑虫酰胺,杀虫剂,悬浮剂,420克/升,2030-8-31,拜耳股份公司,北京市朝阳区东大桥路9号楼6层4单元601室内D06单元、1单元601室内A03-A06单元
PD20252617,氟吡菌酰胺,杀线虫剂/杀菌剂,悬浮剂,41.7%,2030-8-31,山东宇润化工有限公司,山东省济南市商河县韩庙镇济南市植保科技工业园
PD20252616,阿维菌素·氟吡菌酰胺,杀线虫剂,悬浮剂,8%,2030-8-31,山东垄喜植物保护有限公司,山东省济南市商河县经济开发区汇源街
PD20252615,威百亩,杀线虫剂,可溶液剂,42%,2030-8-31,河南蕴农植保科技有限公司,河南省驻马店市靖宇大道与科技路交叉口科技路3号
PD20252614,噻唑膦,杀线虫剂,水乳剂,20%,2030-8-31,河南蕴农植保科技有限公司,河南省驻马店市靖宇大道与科技路交叉口科技路3号
PD20252613,氟吡菌酰胺,杀线虫剂,悬浮剂,41.7%,2030-8-31,博爱惠丰生化农药有限公司,河南省博爱县清化镇街道办事处高政路508号
PD20252612,阿维·噻唑膦,杀线虫剂,水乳剂,21%,2030-8-31,河南科银农业技术有限公司,河南省汝阳县产业集聚区西环路1号
PD20252611,寡糖·氟吡酰,杀线虫剂,悬浮剂,11%,2030-8-31,佛山市盈辉作物科学有限公司,广东省佛山市禅城区季华五路金融广场15楼
PD20252610,寡糖·噻唑膦,杀线虫剂,水乳剂,15%,2030-8-31,佛山市盈辉作物科学有限公司,广东省佛山市禅城区季华五路金融广场15楼
PD20252609,阿维·乙螨唑,杀螨剂,悬浮剂,23%,2030-8-31,永农生物科学有限公司,浙江杭州湾上虞经济技术开发区
PD20252608,阿维菌素·氟啶胺,杀螨剂,悬浮剂,550克/升,2030-8-31,青岛海纳生物科技有限公司,山东省莱西市日庄镇驻地
PD20252607,联肼·乙螨唑,杀螨剂,悬浮剂,45%,2030-8-31,河北中保绿农作物科技有限公司,河北省廊坊市广阳区九州镇中国农科院科研基地内
PD20252606,吲丁·诱抗素,植物生长调节剂,可溶液剂,1%,2030-8-31,中棉小康生物科技有限公司,河南省安阳市北关区工业园创业大道8号
PD20252605,28-高芸苔素内酯•甲哌鎓,植物生长调节剂,可溶液剂,25%,2030-8-31,郑州郑氏化工产品有限公司,河南省郑州市金水区农业路72号国际企业中心A座25层东
PD20252604,调环酸钙,植物生长调节剂,悬浮剂,10%,2030-8-31,浙江天丰生物科学有限公司,浙江省金华市婺城区大岩路666号
PD20252603,吲丁·萘乙酸,植物生长调节剂,可溶液剂,1%,2030-8-31,浙江龙游东方阿纳萨克作物科技有限公司,浙江省龙游县东华街道城南
PD20252602,调环酸钙·烯效唑,植物生长调节剂,悬浮剂,15%,2030-8-31,永济市环球生物制剂厂,山西省运城永济镇蒲州镇太吕村
PD20252601,14-羟芸·S-诱抗素,植物生长调节剂,可溶液剂,0.01%,2030-8-31,永济市环球生物制剂厂,山西省运城永济镇蒲州镇太吕村
PD20252600,24-表芸苔素内酯,植物生长调节剂,可溶液剂,0.01%,2030-8-31,天津市华宇农药有限公司,天津市青泊洼农场
PD20252599,烯效唑,植物生长调节剂,悬浮剂,15%,2030-8-31,四川省新兰月生物科技有限公司,四川省眉山高新技术产业园区君乐路5号
PD20252598,24-表芸·嘌呤,植物生长调节剂,可溶液剂,2%,2030-8-31,四川利尔作物科学有限公司,四川省绵阳涪城区丰谷镇双拥路77号
PD20252597,矮壮·多效唑,植物生长调节剂,悬浮剂,30%,2030-8-31,施派（眉山）生物科技有限公司,四川省德阳市鞍山路39号德阳高新大厦
PD20252596,28-高芸·三十烷,植物生长调节剂,可溶液剂,0.11%,2030-8-31,陕西同州大成作物保护有限公司,陕西省渭南市大荔县官池工业园丰沛西路
PD20252595,S-诱抗素,植物生长调节剂,可溶液剂,5%,2030-8-31,山东联合利农生物技术有限公司,山东省潍坊市昌邑市滨海（下营）经济开发区海澳路49号
PD20252594,28-高芸苔素内酯·氯吡脲,植物生长调节剂,可溶液剂,0.1%,2030-8-31,上海沪联生物药业（夏邑）股份有限公司,河南省夏邑县高新开发区文昌西路1299号
PD20252593,噻苯·敌草隆,植物生长调节剂,悬浮剂,540克/升,2030-8-31,山东潍坊润丰化工股份有限公司,山东省潍坊市滨海经济开发区氯碱路03001号
PD20252592,吲丁·萘乙酸,植物生长调节剂,可湿性粉剂,0.075%,2030-8-31,山东万豪作物科学有限公司,山东商河经济开发区力源街166号
PD20252591,14-羟芸·赤霉酸,植物生长调节剂,可溶液剂,0.4%,2030-8-31,山东万豪作物科学有限公司,山东商河经济开发区力源街166号
PD20252590,24-表芸苔素内酯,植物生长调节剂,可溶液剂,0.01%,2030-8-31,山东康乔生物科技有限公司,山东省博兴县吕艺镇工业园
PD20252589,24-表芸苔素内酯·S-诱抗素,植物生长调节剂,可溶液剂,5%,2030-8-31,山东东泰农化有限公司,山东省聊城市东昌府区道口铺工业区
PD20252588,氯吡脲,植物生长调节剂,可溶液剂,0.8%,2030-8-31,山东百农思达生物科技有限公司,山东省潍坊青州经济开发区亚东街3077号
PD20252587,赤霉酸,植物生长调节剂,可溶液剂,6%,2030-8-31,山东百农思达生物科技有限公司,山东省潍坊青州经济开发区亚东街3077号
PD20252586,调环酸钙,植物生长调节剂,水分散粒剂,15%,2030-8-31,孟州广农汇泽生物科技有限公司,河南省孟州市产业集聚区
PD20252585,28-表芸·赤霉酸,植物生长调节剂,可溶液剂,0.4%,2030-8-31,济宁润物生物科技有限公司,山东省济宁市汶上县寅寺镇崔辛庄村西300米
PD20252584,多效唑·氟节胺,植物生长调节剂,悬浮剂,40%,2030-8-31,济南天邦化工有限公司,山东省济南市商河县经济开发区内汇源街以北晟朗西路以西
PD20252583,24-表芸苔素内酯,植物生长调节剂,可溶液剂,0.01%,2030-8-31,吉林金秋农药有限公司,吉林省磐石市磐石大街325号
PD20252582,苄氨·乙烯利,植物生长调节剂,可溶液剂,30%,2030-8-31,河南省焦作市瑞宝丰生化农药有限公司,河南省焦作市博爱县月山火车站东600米
PD20252581,苄氨·乙烯利,植物生长调节剂,可溶液剂,30%,2030-8-31,江西众和化工有限公司,江西省南昌市安义工业园区北一路
PD20252580,甲哌鎓·诱抗素,植物生长调节剂,可溶液剂,10%,2030-8-31,江西新瑞丰生化股份有限公司,江西省吉安市新干县盐化工业城内
PD20252579,24-表芸·胺鲜酯,植物生长调节剂,可溶粒剂,5%,2030-8-31,湖南泽丰农化有限公司,湖南省岳阳市云溪区工业园
PD20252578,矮壮·多效唑,植物生长调节剂,悬浮剂,30%,2030-8-31,安阳市安林生物化工有限责任公司,安阳市文峰区文峰大道东段迎宾馆9号楼12层
PD20252577,14-羟基芸苔素甾醇,植物生长调节剂,可溶液剂,0.01%,2030-8-31,河南粮保作物健康科学有限公司,河南省郑州市金水区东风路金成国际广场6号楼东单元701
PD20252576,苄氨基嘌呤·多效唑,植物生长调节剂,悬浮剂,20%,2030-8-31,驻马店曹氏天正生物技术有限公司,河南省驻马店市高新区东河路与蔡州大道交叉口向西300米路北1号
PD20252575,24-表芸·赤霉酸,植物生长调节剂,可溶液剂,0.4%,2030-8-31,黑龙江垦兴生物科技有限公司,黑龙江省绥化市北林区东富经济开发区
PD20252574,调环酸钙,植物生长调节剂,水分散粒剂,15%,2030-8-31,河北阔达生物制品有限公司,河北省高邑县千秋西路8号
PD20252573,调环酸钙·烯效唑,植物生长调节剂,悬浮剂,15%,2030-8-31,哈尔滨汇丰生物农化有限公司,黑龙江省哈尔滨市阿城区杨树乡永康村
PD20252572,多唑·甲哌鎓,植物生长调节剂,悬浮剂,30%,2030-8-31,佛山市盈辉作物科学有限公司,广东省佛山市禅城区季华五路金融广场15楼
PD20252571,S-诱抗素,植物生长调节剂,可溶液剂,0.1%,2030-8-31,佛山市盈辉作物科学有限公司,广东省佛山市禅城区季华五路金融广场15楼
PD20252570,苄氨·乙烯利,植物生长调节剂,可溶液剂,30%,2030-8-31,德州祥龙生化有限公司,山东省德州市宁津县经济开发区化工园区，314延伸线以北，工业二路以西
PD20252569,14-羟芸•乙烯利,植物生长调节剂,可溶液剂,30%,2030-8-31,德州祥龙生化有限公司,山东省德州市宁津县经济开发区化工园区，314延伸线以北，工业二路以西
PD20252568,烯效唑·S-诱抗素,植物生长调节剂,悬浮剂,5%,2030-8-31,安徽景宏植保有限公司,安徽省蚌埠市淮上区沫河口工业园开源大道20号
PD20252567,苄氨·乙烯利,植物生长调节剂,可溶液剂,30%,2030-8-31,安徽华旗农化有限公司,安徽省合肥市循环经济工业园纬五路南
PD20252566,敌草快二氯盐,除草剂/植物生长调节剂,可溶液剂,20%,2030-8-31,商丘市永佳精细化工有限公司,河南省商丘市睢县工业园民太路东侧
PD20252565,精草铵膦铵盐,除草剂,可溶液剂,20%,2030-8-31,驻马店锦绣之星作物科学有限公司,驻马店市产业集聚区管委会综合服务中心5楼511房间
